,car_model,hp_kW,Displacement_cc,km,age,Gearing_Type,cons_comb,price
3780,Audi A3,85.0,1598.0,28114.0,1.0,Automatic,4.0,21500
3781,Audi A3,85.0,1598.0,28916.0,1.0,Automatic,4.0,21500
3782,Audi A3,85.0,1598.0,28201.0,1.0,Automatic,4.0,21500
3783,Audi A3,85.0,1598.0,28150.0,1.0,Automatic,4.0,21500
3784,Audi A3,81.0,1598.0,22599.0,2.0,Automatic,3.8,21500
3785,Audi A3,85.0,1598.0,25000.0,1.0,Automatic,4.0,21500
3786,Audi A3,85.0,1598.0,35000.0,2.0,Automatic,3.9,21500
3787,Audi A3,85.0,1598.0,64400.0,2.0,Automatic,4.0,21500
3788,Audi A3,85.0,999.0,16300.0,2.0,Automatic,4.6,21500
3789,Audi A3,85.0,1598.0,28000.0,2.0,Automatic,3.9,21500
3790,Audi A3,85.0,1598.0,28050.0,1.0,Automatic,4.0,21500
3791,Audi A3,81.0,1598.0,23000.0,2.0,Automatic,3.8,21500
3792,Audi A3,85.0,1598.0,19614.0,1.0,Automatic,4.0,21490
3793,Audi A3,110.0,1395.0,16300.0,2.0,Automatic,4.8,21480
3794,Audi A3,85.0,1598.0,3277.0,2.0,Automatic,4.1,21450
3795,Audi A3,85.0,1598.0,22875.0,2.0,Automatic,4.1,21450
3796,Audi A3,85.0,1598.0,10638.0,1.0,Automatic,4.0,21600
3797,Audi A3,85.0,1598.0,22480.0,1.0,Automatic,4.0,21480
3798,Audi A3,85.0,1598.0,21241.0,2.0,Automatic,4.1,21450
3799,Audi A3,85.0,1598.0,22306.0,2.0,Automatic,4.1,21450
3800,Audi A3,85.0,1598.0,21580.0,2.0,Automatic,4.1,21450
3801,Audi A3,85.0,1598.0,22448.0,2.0,Automatic,4.1,21450
3802,Audi A3,85.0,1598.0,26278.0,2.0,Automatic,4.1,21450
3803,Audi A3,85.0,1598.0,25778.0,2.0,Automatic,4.1,21450
3804,Audi A3,85.0,1598.0,24356.0,2.0,Automatic,4.1,21450
3805,Audi A3,85.0,1598.0,7359.0,2.0,Automatic,4.1,21450
3806,Audi A3,110.0,1395.0,14693.0,2.0,Automatic,4.7,21450
3807,Audi A3,81.0,1598.0,22104.0,1.0,Automatic,3.0,21400
3808,Audi A3,110.0,1395.0,79500.0,2.0,Automatic,4.8,21450
3809,Audi A3,85.0,1598.0,26168.0,1.0,Automatic,4.0,21400
3810,Audi A3,85.0,1598.0,28100.0,1.0,Automatic,3.9,21400
3811,Audi A3,85.0,999.0,17200.0,1.0,Automatic,4.7,20750
3812,Audi A3,85.0,1598.0,26168.0,1.0,Automatic,4.0,21400
3813,Audi A3,85.0,1598.0,25619.0,1.0,Automatic,3.8,20750
3814,Audi A3,81.0,1598.0,14000.0,2.0,Automatic,4.0,20750
3815,Audi A3,85.0,999.0,7800.0,2.0,Automatic,4.7,20750
3816,Audi A3,85.0,1598.0,22850.0,1.0,Automatic,3.8,20750
3817,Audi A3,81.0,1598.0,24189.0,1.0,Automatic,3.8,20750
3818,Audi A3,110.0,1968.0,64217.0,2.0,Automatic,4.4,20750
3819,Audi A3,85.0,1598.0,35572.0,1.0,Automatic,3.9,20700
3820,Audi A3,85.0,1598.0,9650.0,2.0,Automatic,4.7,20690
3821,Audi A3,81.0,1598.0,41610.0,2.0,Automatic,3.8,20600
3822,Audi A3,81.0,1598.0,26000.0,2.0,Automatic,4.0,20590
3823,Audi A3,81.0,1598.0,20416.0,2.0,Automatic,3.8,20550
3824,Audi A3,81.0,1598.0,19570.0,2.0,Automatic,3.8,20500
3825,Audi A3,85.0,1598.0,42136.0,2.0,Automatic,3.9,20500
3826,Audi A3,85.0,999.0,22000.0,2.0,Automatic,4.7,20500
3827,Audi A3,85.0,1598.0,26877.0,2.0,Automatic,3.9,20500
3828,Audi A3,85.0,1598.0,16820.0,1.0,Automatic,3.9,20500
3829,Audi A3,85.0,1598.0,52000.0,1.0,Automatic,3.9,20500
3830,Audi A3,81.0,1598.0,29000.0,2.0,Automatic,3.0,20500
3831,Audi A3,85.0,1598.0,14133.0,2.0,Automatic,3.9,21300
3832,Audi A3,85.0,1598.0,27600.0,1.0,Automatic,3.9,21400
3833,Audi A3,85.0,1598.0,28100.0,1.0,Automatic,3.9,21400
3834,Audi A3,85.0,1598.0,17800.0,1.0,Automatic,3.9,21300
3835,Audi A3,85.0,1598.0,22662.0,1.0,Automatic,4.0,21300
3836,Audi A3,85.0,999.0,10500.0,2.0,Automatic,4.6,21400
3837,Audi A3,85.0,999.0,20000.0,1.0,Automatic,5.1,21290
3838,Audi A3,85.0,1598.0,50200.0,2.0,Automatic,3.9,21200
3839,Audi A3,85.0,1598.0,39500.0,2.0,Automatic,3.9,21000
3840,Audi A3,85.0,999.0,6021.0,2.0,Automatic,4.6,20985
3841,Audi A3,85.0,999.0,1647.3626086956522,0.0,Automatic,5.2,20980
3842,Audi A3,85.0,1598.0,22000.0,1.0,Automatic,4.0,20950
3843,Audi A3,85.0,1598.0,21289.0,2.0,Automatic,4.0,21000
3844,Audi A3,110.0,1498.0,39000.0,1.0,Automatic,5.0,20990
3845,Audi A3,81.0,1197.0,21000.0,2.0,Automatic,5.0,20990
3846,Audi A3,85.0,999.0,38722.0,2.0,Automatic,4.8,20950
3847,Audi A3,85.0,1598.0,26943.0,2.0,Automatic,4.0,20950
3848,Audi A3,81.0,1598.0,19500.0,2.0,Automatic,4.0,20900
3849,Audi A3,81.0,1598.0,54800.0,2.0,Automatic,3.8,20900
3850,Audi A3,81.0,1598.0,22941.0,2.0,Automatic,3.8,20900
3851,Audi A3,81.0,1598.0,28583.0,2.0,Automatic,3.8,20900
3852,Audi A3,85.0,1598.0,27589.0,2.0,Automatic,3.9,20950
3853,Audi A3,85.0,1598.0,25000.0,2.0,Automatic,3.9,20900
3854,Audi A3,81.0,1598.0,31000.0,2.0,Automatic,3.8,20900
3855,Audi A3,85.0,1598.0,8500.0,2.0,Automatic,3.9,20900
3856,Audi A3,85.0,1598.0,24215.0,1.0,Automatic,3.9,20500
3857,Audi A3,85.0,1598.0,42270.0,2.0,Automatic,3.9,20900
3858,Audi A3,110.0,1395.0,48500.0,2.0,Automatic,5.1,20900
3859,Audi A3,110.0,1968.0,28000.0,2.0,Automatic,4.4,20500
3860,Audi A3,110.0,1395.0,12500.0,2.0,Automatic,4.8,20500
3861,Audi A3,85.0,1598.0,26140.0,1.0,Automatic,3.9,20500
3862,Audi A3,85.0,1598.0,34500.0,2.0,Automatic,3.9,20900
3863,Audi A3,85.0,1598.0,42500.0,2.0,Automatic,3.9,20490
3864,Audi A3,135.0,1968.0,146357.0,2.0,Automatic,4.8,20498
3865,Audi A3,85.0,1598.0,42136.0,2.0,Automatic,3.9,20500
3866,Audi A3,81.0,1598.0,63000.0,2.0,Automatic,3.7,20490
3867,Audi A3,85.0,1598.0,35360.0,2.0,Automatic,4.1,20480
3868,Audi A3,81.0,1598.0,33000.0,2.0,Automatic,4.0,20450
3869,Audi A3,110.0,1968.0,86165.0,2.0,Automatic,4.5,20495
3870,Audi A3,85.0,1598.0,24000.0,2.0,Automatic,4.0,20440
3871,Audi A3,85.0,1598.0,16674.0,1.0,Automatic,3.9,20300
3872,Audi A3,85.0,1598.0,12409.0,1.0,Automatic,4.0,20300
3873,Audi A3,85.0,1598.0,14720.0,1.0,Automatic,4.0,20300
3874,Audi A3,85.0,1598.0,35000.0,1.0,Automatic,4.1,20300
3875,Audi A3,110.0,1968.0,82000.0,2.0,Automatic,4.4,20400
3876,Audi A3,85.0,999.0,11472.0,2.0,Automatic,4.5,20000
3877,Audi A3,81.0,1598.0,32000.0,2.0,Automatic,3.8,20900
3878,Audi A3,85.0,1598.0,13000.0,1.0,Automatic,4.0,20400
3879,Audi A3,85.0,999.0,29000.0,2.0,Automatic,4.7,20900
3880,Audi A3,85.0,999.0,31616.0,2.0,Automatic,4.8,20900
3881,Audi A3,85.0,999.0,31616.0,2.0,Automatic,4.8,20900
3882,Audi A3,85.0,1598.0,42270.0,2.0,Automatic,3.9,20900
3883,Audi A3,85.0,1598.0,34500.0,2.0,Automatic,3.9,20900
3884,Audi A3,85.0,1598.0,31679.0,1.0,Automatic,3.9,20900
3885,Audi A3,85.0,1598.0,31679.0,1.0,Automatic,3.9,20900
3886,Audi A3,110.0,1498.0,29800.0,1.0,Automatic,5.0,20870
3887,Audi A3,81.0,1598.0,40012.0,2.0,Automatic,3.8,20850
3888,Audi A3,85.0,1598.0,35000.0,2.0,Automatic,3.9,20850
3889,Audi A3,85.0,1598.0,23181.0,2.0,Automatic,4.0,20810
3890,Audi A3,85.0,1598.0,25847.0,2.0,Automatic,4.0,20810
3891,Audi A3,85.0,1598.0,24181.0,2.0,Automatic,4.0,20810
3892,Audi A3,85.0,1598.0,26587.0,2.0,Automatic,4.0,20810
3893,Audi A3,85.0,1598.0,25478.0,2.0,Automatic,4.0,20810
3894,Audi A3,85.0,1598.0,40000.0,2.0,Automatic,3.9,20850
3895,Audi A3,85.0,1598.0,11424.0,2.0,Automatic,4.0,20800
3896,Audi A3,85.0,1598.0,33009.0,2.0,Automatic,4.0,20999
3897,Audi A3,85.0,1598.0,30502.0,2.0,Automatic,4.0,20999
3898,Audi A3,85.0,1598.0,34000.0,2.0,Automatic,3.9,21000
3899,Audi A3,85.0,1598.0,24679.0,1.0,Automatic,3.9,20999
3900,Audi A3,85.0,999.0,29241.0,2.0,Automatic,4.5,20800
3901,Audi A3,110.0,1968.0,65500.0,2.0,Automatic,4.3,21000
3902,Audi A3,85.0,1598.0,8000.0,2.0,Automatic,3.9,20999
3903,Audi A3,85.0,1598.0,15040.0,2.0,Automatic,4.0,20990
3904,Audi A3,85.0,1598.0,9876.0,2.0,Automatic,4.1,20990
3905,Audi A3,85.0,1598.0,18016.0,2.0,Automatic,4.0,20000
3906,Audi A3,85.0,1598.0,28605.0,2.0,Automatic,4.0,20800
3907,Audi A3,85.0,1598.0,20145.0,2.0,Automatic,4.0,20000
3908,Audi A3,85.0,1598.0,22863.0,2.0,Automatic,4.1,20990
3909,Audi A3,85.0,1598.0,33100.0,2.0,Automatic,4.0,20000
3910,Audi A3,85.0,1598.0,16950.0,1.0,Automatic,4.0,20990
3911,Audi A3,85.0,1598.0,1.0,0.0,Automatic,3.9,20000
3912,Audi A3,85.0,1598.0,10003.0,1.0,Automatic,4.2,19999
3913,Audi A3,81.0,1598.0,24400.0,2.0,Automatic,3.9,19999
3914,Audi A3,85.0,1598.0,10265.0,1.0,Automatic,4.2,19999
3915,Audi A3,85.0,1598.0,1647.3626086956522,0.0,Automatic,3.9,20000
3916,Audi A3,81.0,1598.0,30000.0,2.0,Automatic,3.8,19999
3917,Audi A3,85.0,1598.0,10003.0,1.0,Automatic,4.2,19999
3918,Audi A3,85.0,1598.0,10265.0,1.0,Automatic,4.2,19999
3919,Audi A3,85.0,1598.0,24900.0,2.0,Automatic,4.0,19990
3920,Audi A3,85.0,1598.0,14550.0,2.0,Automatic,3.9,19990
3921,Audi A3,81.0,1598.0,47967.0,2.0,Automatic,3.8,19990
3922,Audi A3,81.0,1598.0,47967.0,2.0,Automatic,3.8,19990
3923,Audi A3,81.0,1598.0,50811.0,2.0,Automatic,4.0,19990
3924,Audi A3,85.0,999.0,22300.0,2.0,Automatic,4.5,19990
3925,Audi A3,81.0,1598.0,45000.0,2.0,Automatic,3.8,19990
3926,Audi A3,85.0,999.0,16139.0,1.0,Automatic,4.5,19990
3927,Audi A3,81.0,1598.0,41500.0,2.0,Automatic,3.8,19990
3928,Audi A3,85.0,999.0,17773.0,2.0,Automatic,4.8,19980
3929,Audi A3,110.0,1968.0,64272.0,2.0,Automatic,4.5,19980
3930,Audi A3,81.0,1598.0,74574.0,2.0,Automatic,3.9,19950
3931,Audi A3,81.0,1598.0,59300.0,2.0,Automatic,3.8,19950
3932,Audi A3,85.0,999.0,25000.0,2.0,Automatic,4.7,19950
3933,Audi A3,81.0,1598.0,32000.0,1.0,Automatic,4.0,19900
3934,Audi A3,81.0,1598.0,10000.0,2.0,Automatic,3.7,19900
3935,Audi A3,85.0,1598.0,4500.0,1.0,Automatic,4.0,19900
3936,Audi A3,85.0,1598.0,9000.0,2.0,Automatic,4.0,19900
3937,Audi A3,85.0,1598.0,41900.0,2.0,Automatic,3.9,19900
3938,Audi A3,85.0,1598.0,41900.0,2.0,Automatic,3.9,19900
3939,Audi A3,85.0,1598.0,50000.0,1.0,Automatic,3.9,19900
3940,Audi A3,85.0,1598.0,39448.0,1.0,Automatic,4.0,19900
3941,Audi A3,85.0,1598.0,44100.0,2.0,Automatic,3.9,19900
3942,Audi A3,85.0,1598.0,44100.0,2.0,Automatic,3.9,19900
3943,Audi A3,85.0,1598.0,33000.0,1.0,Automatic,4.0,19900
3944,Audi A3,85.0,1598.0,9650.0,2.0,Automatic,3.9,19800
3945,Audi A3,85.0,1598.0,72382.0,1.0,Automatic,4.1,19890
3946,Audi A3,85.0,1598.0,33241.0,2.0,Automatic,3.9,19899
3947,Audi A3,81.0,1598.0,26478.0,2.0,Automatic,3.8,19750
3948,Audi A3,81.0,1598.0,48600.0,2.0,Automatic,3.8,19800
3949,Audi A3,85.0,1598.0,33394.0,2.0,Automatic,4.0,19770
3950,Audi A3,85.0,1598.0,39000.0,1.0,Automatic,4.0,19800
3951,Audi A3,81.0,1598.0,25476.0,2.0,Automatic,3.8,19750
3952,Audi A3,85.0,1598.0,15698.0,1.0,Automatic,4.0,19700
3953,Audi A3,110.0,1498.0,29810.0,1.0,Automatic,5.0,19700
3954,Audi A3,82.0,1598.0,38800.0,2.0,Automatic,4.0,19750
3955,Audi A3,110.0,1968.0,157544.0,2.0,Automatic,4.5,19750
3956,Audi A3,81.0,1598.0,37400.0,2.0,Automatic,3.7,19600
3957,Audi A3,85.0,1598.0,16171.0,1.0,Automatic,4.0,19500
3958,Audi A3,81.0,1598.0,60000.0,2.0,Automatic,4.7,19500
3959,Audi A3,85.0,1598.0,39500.0,1.0,Automatic,4.0,19500
3960,Audi A3,85.0,1598.0,49267.0,2.0,Automatic,5.1,19490
3961,Audi A3,81.0,1598.0,66000.0,2.0,Automatic,3.8,19480
3962,Audi A3,85.0,1598.0,40601.0,2.0,Automatic,3.9,19450
3963,Audi A3,85.0,999.0,25800.0,2.0,Automatic,4.5,19500
3964,Audi A3,81.0,1598.0,24000.0,2.0,Automatic,3.8,19400
3965,Audi A3,81.0,1598.0,36792.0,2.0,Automatic,3.9,19400
3966,Audi A3,85.0,1598.0,44100.0,2.0,Automatic,3.9,19400
3967,Audi A3,81.0,1598.0,30000.0,2.0,Automatic,3.8,19400
3968,Audi A3,85.0,999.0,8601.0,2.0,Automatic,4.7,19370
3969,Audi A3,85.0,999.0,40700.0,2.0,Automatic,4.5,19100
3970,Audi A3,110.0,1968.0,32373.0,2.0,Automatic,4.7,19000
3971,Audi A3,81.0,1598.0,26471.0,2.0,Automatic,3.8,19400
3972,Audi A3,110.0,1968.0,27049.0,2.0,Automatic,4.7,19000
3973,Audi A3,110.0,1968.0,15478.0,2.0,Automatic,4.7,19000
3974,Audi A3,85.0,1598.0,60000.0,2.0,Automatic,3.9,19000
3975,Audi A3,81.0,1598.0,59000.0,2.0,Automatic,3.8,18999
3976,Audi A3,81.0,1598.0,32000.0,2.0,Automatic,4.0,19000
3977,Audi A3,81.0,1598.0,59000.0,2.0,Automatic,3.8,18999
3978,Audi A3,81.0,1598.0,59000.0,2.0,Automatic,3.8,18999
3979,Audi A3,85.0,999.0,24990.0,2.0,Automatic,4.6,19000
3980,Audi A3,110.0,1968.0,62451.0,2.0,Automatic,4.7,18990
3981,Audi A3,81.0,1598.0,20000.0,2.0,Automatic,3.8,18990
3982,Audi A3,85.0,1598.0,25000.0,2.0,Automatic,3.9,18990
3983,Audi A3,81.0,1598.0,48000.0,2.0,Automatic,3.6,18990
3984,Audi A3,85.0,1598.0,53700.0,2.0,Manual,4.0,16700
3985,Audi A3,110.0,1968.0,50068.0,2.0,Manual,4.4,16990
3986,Audi A3,85.0,1598.0,53700.0,2.0,Manual,4.2,16750
3987,Audi A3,81.0,1598.0,54013.0,2.0,Manual,4.0,17990
3988,Audi A3,110.0,1598.0,82400.0,0.0,Manual,4.1,17990
3989,Audi A3,81.0,1600.0,34400.0,2.0,Manual,4.0,17650
3990,Audi A3,81.0,1598.0,79500.0,2.0,Manual,3.9,17990
3991,Audi A3,85.0,999.0,14897.0,2.0,Manual,4.8,17990
3992,Audi A3,81.0,1598.0,100519.0,2.0,Manual,4.0,18000
3993,Audi A3,81.0,1598.0,27143.0,2.0,Manual,4.0,18980
3994,Audi A3,81.0,1598.0,40000.0,2.0,Manual,4.0,18500
3995,Audi A3,85.0,1598.0,49500.0,2.0,Manual,4.0,18500
3996,Audi A3,85.0,999.0,29584.0,2.0,Manual,4.5,18100
3997,Audi A3,85.0,999.0,12910.0,2.0,Manual,4.7,18910
3998,Audi A3,81.0,1600.0,45100.0,2.0,Manual,5.0,18900
3999,Audi A3,81.0,1598.0,42000.0,2.0,Manual,4.0,18997
4000,Audi A3,85.0,999.0,22395.0,2.0,Manual,4.7,19194
4001,Audi A3,85.0,999.0,16000.0,2.0,Manual,4.5,19400
4002,Audi A3,85.0,999.0,10.0,0.0,Manual,5.1,19078
4003,Audi A3,85.0,999.0,25000.0,1.0,Manual,5.1,19090
4004,Audi A3,81.0,1598.0,51000.0,2.0,Manual,4.0,18900
4005,Audi A3,81.0,1598.0,59000.0,2.0,Manual,4.0,19500
4006,Audi A3,85.0,999.0,30039.0,2.0,Manual,4.4,19690
4007,Audi A3,85.0,999.0,24000.0,2.0,Manual,4.6,19700
4008,Audi A3,81.0,1598.0,26300.0,2.0,Manual,4.0,19400
4009,Audi A3,85.0,1598.0,12890.0,1.0,Manual,4.0,19700
4010,Audi A3,85.0,1598.0,40000.0,2.0,Manual,4.0,19700
4011,Audi A3,85.0,1598.0,12785.0,1.0,Manual,4.0,19700
4012,Audi A3,85.0,999.0,14990.0,2.0,Manual,4.6,19690
4013,Audi A3,81.0,1598.0,19500.0,1.0,Manual,4.0,19600
4014,Audi A3,85.0,999.0,8000.0,1.0,Manual,4.6,19650
4015,Audi A3,85.0,1598.0,50000.0,2.0,Manual,4.0,19600
4016,Audi A3,85.0,1598.0,24000.0,2.0,Manual,4.0,19600
4017,Audi A3,110.0,1395.0,52087.0,2.0,Manual,5.0,19565
4018,Audi A3,81.0,1598.0,40000.0,2.0,Manual,4.0,19590
4019,Audi A3,110.0,1395.0,49818.0,2.0,Manual,5.0,19550
4020,Audi A3,85.0,1598.0,5000.0,1.0,Manual,4.0,19508
4021,Audi A3,81.0,1598.0,39000.0,2.0,Manual,4.0,19500
4022,Audi A3,81.0,1598.0,39000.0,2.0,Manual,4.0,19500
4023,Audi A3,85.0,1598.0,21000.0,1.0,Manual,4.0,19500
4024,Audi A3,85.0,1598.0,13076.0,1.0,Manual,4.1,19500
4025,Audi A3,81.0,1598.0,44400.0,2.0,Manual,4.0,19490
4026,Audi A3,110.0,1968.0,62000.0,2.0,Manual,4.2,19500
4027,Audi A3,81.0,1598.0,55123.0,2.0,Manual,4.0,19490
4028,Audi A3,81.0,1598.0,27829.0,2.0,Manual,3.8,19490
4029,Audi A3,85.0,1598.0,43166.0,2.0,Manual,4.1,19490
4030,Audi A3,85.0,1598.0,44200.0,2.0,Manual,4.0,19490
4031,Audi A3,81.0,1598.0,55400.0,2.0,Manual,4.0,19480
4032,Audi A3,81.0,1598.0,50500.0,2.0,Manual,4.0,19480
4033,Audi A3,85.0,999.0,18000.0,2.0,Manual,4.7,19450
4034,Audi A3,85.0,1598.0,15900.0,1.0,Manual,4.1,19450
4035,Audi A3,85.0,1598.0,27989.0,2.0,Manual,4.0,19450
4036,Audi A3,85.0,1598.0,22000.0,1.0,Manual,4.1,19450
4037,Audi A3,85.0,1598.0,22102.0,1.0,Manual,4.2,19450
4038,Audi A3,85.0,1598.0,22102.0,1.0,Manual,4.2,19450
4039,Audi A3,85.0,1598.0,34194.0,1.0,Manual,4.1,19440
4040,Audi A3,85.0,999.0,69740.0,2.0,Manual,4.5,19400
4041,Audi A3,110.0,1968.0,38974.0,2.0,Manual,4.3,19400
4042,Audi A3,85.0,1598.0,13259.0,1.0,Manual,4.1,19500
4043,Audi A3,85.0,999.0,15105.0,2.0,Manual,4.5,19444
4044,Audi A3,81.0,1598.0,57326.0,2.0,Manual,4.1,19440
4045,Audi A3,81.0,1598.0,57000.0,2.0,Manual,4.0,19500
4046,Audi A3,85.0,1598.0,23644.0,1.0,Manual,4.0,19500
4047,Audi A3,85.0,1598.0,32000.0,2.0,Manual,4.0,19500
4048,Audi A3,85.0,1598.0,33000.0,2.0,Manual,4.0,19500
4049,Audi A3,81.0,1598.0,75000.0,2.0,Manual,4.0,19500
4050,Audi A3,85.0,999.0,26000.0,1.0,Manual,4.7,19500
4051,Audi A3,81.0,1598.0,29667.0,2.0,Manual,3.9,19500
4052,Audi A3,81.0,1598.0,50153.0,2.0,Manual,4.0,19500
4053,Audi A3,85.0,999.0,12000.0,2.0,Manual,4.5,19500
4054,Audi A3,133.0,1968.0,83000.0,2.0,Manual,4.3,19500
4055,Audi A3,81.0,1598.0,21383.0,2.0,Manual,3.9,19500
4056,Audi A3,85.0,999.0,27000.0,1.0,Manual,4.6,19499
4057,Audi A3,85.0,1598.0,28556.0,1.0,Manual,4.0,19499
4058,Audi A3,85.0,1598.0,28874.0,1.0,Manual,4.0,19499
4059,Audi A3,85.0,1598.0,23644.0,1.0,Manual,4.0,19500
4060,Audi A3,85.0,999.0,30400.0,2.0,Manual,4.5,19499
4061,Audi A3,85.0,999.0,9335.0,2.0,Manual,4.5,19490
4062,Audi A3,81.0,1598.0,34000.0,2.0,Manual,4.0,19490
4063,Audi A3,85.0,1598.0,47028.0,2.0,Manual,4.2,19397
4064,Audi A3,85.0,1598.0,26000.0,2.0,Manual,4.1,19390
4065,Audi A3,85.0,999.0,4221.0,1.0,Manual,5.1,19390
4066,Audi A3,85.0,1598.0,17220.0,2.0,Manual,4.3,19350
4067,Audi A3,85.0,999.0,10.0,0.0,Manual,5.1,19078
4068,Audi A3,81.0,1598.0,33121.0,2.0,Manual,4.0,19490
4069,Audi A3,85.0,1598.0,41000.0,1.0,Manual,4.0,19000
4070,Audi A3,81.0,1598.0,50000.0,2.0,Manual,4.0,19000
4071,Audi A3,81.0,1598.0,54000.0,2.0,Manual,4.0,19000
4072,Audi A3,81.0,1598.0,48000.0,2.0,Manual,4.0,19000
4073,Audi A3,85.0,1598.0,26906.0,1.0,Manual,4.1,19000
4074,Audi A3,85.0,1598.0,17412.0,1.0,Manual,4.1,19000
4075,Audi A3,85.0,1598.0,43000.0,1.0,Manual,4.0,19000
4076,Audi A3,85.0,1598.0,17319.0,1.0,Manual,4.1,19000
4077,Audi A3,85.0,1598.0,32400.0,1.0,Manual,4.1,18999
4078,Audi A3,85.0,1598.0,33000.0,1.0,Manual,4.0,19000
4079,Audi A3,85.0,1598.0,38139.0,1.0,Manual,4.0,18999
4080,Audi A3,110.0,1968.0,57000.0,2.0,Manual,4.2,19000
4081,Audi A3,110.0,1968.0,87000.0,2.0,Manual,4.3,19000
4082,Audi A3,85.0,1598.0,22000.0,1.0,Manual,4.0,19000
4083,Audi A3,81.0,1598.0,95000.0,2.0,Manual,4.0,18999
4084,Audi A3,81.0,1598.0,38500.0,2.0,Manual,4.0,18999
4085,Audi A3,85.0,999.0,13856.0,2.0,Manual,4.5,19334
4086,Audi A3,85.0,999.0,1.0,0.0,Manual,5.1,19310
4087,Audi A3,85.0,1598.0,12154.0,1.0,Manual,4.0,19300
4088,Audi A3,85.0,999.0,27985.0,2.0,Manual,4.8,19290
4089,Audi A3,85.0,999.0,31400.0,2.0,Manual,5.1,19290
4090,Audi A3,85.0,999.0,28168.0,2.0,Manual,4.8,19290
4091,Audi A3,85.0,999.0,27985.0,2.0,Manual,4.8,19290
4092,Audi A3,85.0,999.0,28168.0,2.0,Manual,4.8,19290
4093,Audi A3,85.0,1598.0,41200.0,2.0,Manual,4.0,19250
4094,Audi A3,85.0,1598.0,13300.0,2.0,Manual,4.0,19200
4095,Audi A3,85.0,999.0,8501.0,2.0,Manual,4.7,19199
4096,Audi A3,110.0,1968.0,93615.0,2.0,Manual,4.2,19290
4097,Audi A3,85.0,999.0,23190.0,2.0,Manual,4.7,19200
4098,Audi A3,85.0,1598.0,37422.0,2.0,Manual,4.2,19250
4099,Audi A3,85.0,999.0,26000.0,2.0,Manual,4.6,19199
4100,Audi A3,85.0,1598.0,40900.0,2.0,Manual,4.2,18900
4101,Audi A3,81.0,1598.0,36348.0,2.0,Manual,4.0,18900
4102,Audi A3,81.0,1598.0,36348.0,2.0,Manual,4.0,18900
4103,Audi A3,81.0,1598.0,36348.0,2.0,Manual,4.0,18900
4104,Audi A3,81.0,1598.0,36348.0,2.0,Manual,4.0,18900
4105,Audi A3,81.0,1598.0,36348.0,2.0,Manual,4.0,18900
4106,Audi A3,81.0,1598.0,36348.0,2.0,Manual,4.0,18900
4107,Audi A3,81.0,1598.0,29955.0,2.0,Manual,3.8,18900
4108,Audi A3,110.0,1395.0,24764.0,2.0,Manual,5.0,18900
4109,Audi A3,81.0,1598.0,32654.0,2.0,Manual,4.0,18900
4110,Audi A3,81.0,1598.0,67000.0,2.0,Manual,4.1,18900
4111,Audi A3,85.0,1598.0,31085.0,2.0,Manual,4.1,18900
4112,Audi A3,85.0,999.0,30000.0,2.0,Manual,4.7,18900
4113,Audi A3,85.0,1598.0,35500.0,2.0,Manual,4.2,18900
4114,Audi A3,85.0,999.0,25400.0,2.0,Manual,4.5,18900
4115,Audi A3,110.0,1395.0,12000.0,2.0,Manual,4.7,18899
4116,Audi A3,81.0,1598.0,39400.0,2.0,Manual,4.2,18980
4117,Audi A3,85.0,999.0,36677.0,2.0,Manual,4.5,18980
4118,Audi A3,85.0,1598.0,23968.0,2.0,Manual,4.0,18980
4119,Audi A3,85.0,1598.0,26274.0,2.0,Manual,4.1,18980
4120,Audi A3,85.0,1598.0,26397.0,1.0,Manual,4.1,18980
4121,Audi A3,81.0,1598.0,54000.0,2.0,Manual,4.0,18980
4122,Audi A3,85.0,1598.0,61000.0,2.0,Manual,4.0,18980
4123,Audi A3,81.0,1598.0,35996.0,2.0,Manual,4.0,18977
4124,Audi A3,81.0,1598.0,25850.0,2.0,Manual,3.8,18960
4125,Audi A3,85.0,1598.0,51893.0,2.0,Manual,4.1,18950
4126,Audi A3,85.0,999.0,50687.0,2.0,Manual,4.5,18950
4127,Audi A3,110.0,1968.0,36900.0,2.0,Manual,4.4,18950
4128,Audi A3,81.0,1598.0,62603.0,2.0,Manual,4.0,18950
4129,Audi A3,81.0,1598.0,62603.0,2.0,Manual,4.0,18950
4130,Audi A3,85.0,1598.0,25000.0,2.0,Manual,4.2,18950
4131,Audi A3,81.0,1598.0,39900.0,2.0,Manual,4.0,18950
4132,Audi A3,85.0,999.0,56469.0,2.0,Manual,4.5,18945
4133,Audi A3,81.0,1598.0,77000.0,2.0,Manual,3.9,18930
4134,Audi A3,85.0,999.0,19851.0,2.0,Manual,4.7,18930
4135,Audi A3,110.0,1968.0,47000.0,2.0,Manual,4.1,18995
4136,Audi A3,85.0,1598.0,15200.0,1.0,Manual,4.2,18995
4137,Audi A3,85.0,999.0,24246.0,2.0,Manual,4.8,18990
4138,Audi A3,85.0,999.0,19805.0,2.0,Manual,4.8,18990
4139,Audi A3,85.0,999.0,24246.0,2.0,Manual,4.8,18990
4140,Audi A3,85.0,999.0,13466.0,2.0,Manual,4.7,18920
4141,Audi A3,85.0,1598.0,49276.0,1.0,Manual,4.0,18990
4142,Audi A3,85.0,1598.0,39000.0,2.0,Manual,4.0,18990
