,car_model,hp_kW,Displacement_cc,km,age,Gearing_Type,cons_comb,price
8783,Opel Corsa,66.0,1398.0,6975.0,1.0,Automatic,6.6,13890
8784,Opel Corsa,66.0,1398.0,10115.0,1.0,Automatic,6.3,13890
8785,Opel Corsa,66.0,1398.0,7718.0,1.0,Automatic,6.6,13890
8786,Opel Corsa,66.0,1398.0,3978.0,1.0,Automatic,6.6,13890
8787,Opel Corsa,66.0,1398.0,8355.0,1.0,Automatic,6.6,13890
8788,Opel Corsa,66.0,1398.0,5900.0,1.0,Automatic,6.2,13890
8789,Opel Corsa,66.0,1398.0,7077.0,1.0,Automatic,6.6,13890
8790,Opel Corsa,66.0,1398.0,5977.0,0.0,Automatic,6.6,13890
8791,Opel Corsa,66.0,1398.0,7472.0,1.0,Automatic,6.6,13890
8792,Opel Corsa,66.0,1398.0,7110.0,1.0,Automatic,6.6,13890
8793,Opel Corsa,66.0,1398.0,19337.0,1.0,Automatic,6.0,13890
8794,Opel Corsa,66.0,1398.0,8930.0,1.0,Automatic,5.6,13890
8795,Opel Corsa,66.0,1398.0,9931.0,1.0,Automatic,6.6,13890
8796,Opel Corsa,66.0,1398.0,5034.0,1.0,Automatic,6.6,13890
8797,Opel Corsa,66.0,1398.0,4222.0,3.0,Manual,5.1,7600
8798,Opel Corsa,55.0,1248.0,104160.0,3.0,Manual,3.8,7650
8799,Opel Corsa,55.0,1398.0,129617.0,3.0,Manual,3.8,7750
8800,Opel Corsa,70.0,1398.0,144260.0,3.0,Manual,3.8,7650
8801,Opel Corsa,51.0,1229.0,10000.0,3.0,Manual,5.6,7650
8802,Opel Corsa,70.0,1398.0,144260.0,3.0,Manual,3.8,7650
8803,Opel Corsa,55.0,1398.0,117018.0,3.0,Manual,3.8,7650
8804,Opel Corsa,55.0,1398.0,117018.0,3.0,Manual,3.8,7650
8805,Opel Corsa,40.0,973.0,142.0,0.0,Manual,5.6,7650
8806,Opel Corsa,51.0,1229.0,51000.0,3.0,Manual,5.4,7650
8807,Opel Corsa,51.0,1229.0,15900.0,3.0,Manual,5.4,7650
8808,Opel Corsa,51.0,1398.0,137058.0,3.0,Manual,3.8,7650
8809,Opel Corsa,66.0,1398.0,58600.0,3.0,Manual,5.2,7800
8810,Opel Corsa,52.0,1229.0,45065.0,2.0,Manual,5.3,7880
8811,Opel Corsa,51.0,1229.0,39990.0,3.0,Manual,5.4,7950
8812,Opel Corsa,71.0,1248.0,108757.0,3.0,Manual,3.3,7950
8813,Opel Corsa,55.0,1248.0,90000.0,3.0,Manual,3.8,7950
8814,Opel Corsa,51.0,1200.0,39240.0,3.0,Manual,5.6,7950
8815,Opel Corsa,51.0,1229.0,80182.0,3.0,Manual,5.3,7900
8816,Opel Corsa,52.0,1229.0,59613.0,2.0,Manual,5.3,7879
8817,Opel Corsa,52.0,1229.0,39962.0,2.0,Manual,5.3,7879
8818,Opel Corsa,51.0,1229.0,41820.0,3.0,Manual,5.4,7950
8819,Opel Corsa,70.0,1248.0,55000.0,2.0,Semi-automatic,3.8,10500
8820,Opel Corsa,70.0,1248.0,48525.0,3.0,Semi-automatic,3.1,10900
8821,Opel Corsa,66.0,1398.0,17900.0,2.0,Semi-automatic,4.7,12450
8822,Opel Corsa,70.0,1248.0,39000.0,3.0,Semi-automatic,3.1,10500
8823,Opel Corsa,66.0,1398.0,6537.0,2.0,Semi-automatic,4.7,10900
8824,Opel Corsa,70.0,1248.0,55000.0,2.0,Semi-automatic,3.8,10500
8825,Opel Corsa,66.0,1398.0,15294.0,1.0,Semi-automatic,4.8,13680
8826,Opel Corsa,70.0,1248.0,55000.0,2.0,Semi-automatic,3.8,10500
8827,Opel Corsa,66.0,1398.0,20615.0,2.0,Semi-automatic,4.9,12980
8828,Opel Corsa,66.0,1398.0,12431.0,1.0,Semi-automatic,4.7,13550
8829,Opel Corsa,66.0,1398.0,5235.0,1.0,Semi-automatic,4.9,13591
8830,Opel Corsa,66.0,1400.0,13605.0,1.0,Semi-automatic,5.6,13290
8831,Opel Corsa,66.0,1398.0,9900.0,1.0,Semi-automatic,4.7,12990
8832,Opel Corsa,66.0,1398.0,29951.0,3.0,Semi-automatic,4.8,12950
8833,Opel Corsa,66.0,1398.0,19200.0,1.0,Semi-automatic,4.7,12900
8834,Opel Corsa,66.0,1398.0,27210.0,1.0,Semi-automatic,5.2,12900
8835,Opel Corsa,66.0,1398.0,24421.0,1.0,Semi-automatic,5.35,12500
8836,Opel Corsa,66.0,1398.0,16693.0,1.0,Semi-automatic,5.35,12500
8837,Opel Corsa,66.0,1398.0,300.0,1.0,Semi-automatic,4.8,15690
8838,Opel Corsa,66.0,1398.0,6500.0,1.0,Semi-automatic,4.7,15790
8839,Opel Corsa,66.0,1398.0,26607.0,3.0,Semi-automatic,5.6,14990
8840,Opel Corsa,66.0,1398.0,22179.0,2.0,Semi-automatic,4.7,12490
8841,Opel Corsa,66.0,1398.0,6749.0,2.0,Semi-automatic,4.8,12490
8842,Opel Corsa,51.0,1200.0,8000.0,3.0,Semi-automatic,5.6,16950
8843,Opel Corsa,65.0,1398.0,33656.0,1.0,Semi-automatic,4.7,14950
8844,Opel Corsa,65.0,1398.0,28037.0,1.0,Semi-automatic,4.7,14950
8845,Opel Corsa,66.0,1398.0,50.0,1.0,Semi-automatic,4.8,13990
8846,Opel Corsa,66.0,1398.0,18000.0,1.0,Semi-automatic,4.7,10500
8847,Opel Corsa,66.0,1398.0,20100.0,3.0,Semi-automatic,4.7,10450
8848,Opel Corsa,65.0,1398.0,37292.0,1.0,Semi-automatic,4.7,14950
8849,Opel Corsa,66.0,1398.0,10950.0,1.0,Semi-automatic,5.35,14490
8850,Opel Corsa,66.0,1400.0,644.0,1.0,Semi-automatic,4.8,13999
8851,Opel Corsa,55.0,1398.0,12177.0,1.0,Semi-automatic,5.35,10270
8852,Opel Corsa,70.0,1248.0,28342.0,3.0,Semi-automatic,3.1,10200
8853,Opel Corsa,51.0,1229.0,16399.0,1.0,Semi-automatic,5.4,9990
8854,Opel Corsa,66.0,1398.0,6393.0,2.0,Semi-automatic,4.8,9950
8855,Opel Corsa,66.0,1398.0,46000.0,2.0,Semi-automatic,5.2,9850
8856,Opel Corsa,51.0,1398.0,8300.0,3.0,Semi-automatic,5.35,9590
8857,Opel Corsa,66.0,1398.0,87075.0,3.0,Semi-automatic,4.7,8500
8858,Opel Corsa,70.0,1248.0,82400.0,3.0,Semi-automatic,3.4,9250
8859,Opel Corsa,70.0,1248.0,116000.0,3.0,Semi-automatic,3.1,8400
8860,Opel Corsa,70.0,1248.0,115000.0,3.0,Semi-automatic,3.1,8000
8861,Opel Corsa,66.0,1398.0,13164.0,1.0,Semi-automatic,5.4,11850
8862,Opel Corsa,66.0,1398.0,99000.0,3.0,Semi-automatic,4.7,8500
8863,Opel Corsa,66.0,1400.0,25511.0,3.0,Semi-automatic,5.0,11750
8864,Opel Corsa,66.0,1398.0,80237.0,3.0,Semi-automatic,4.8,11750
8865,Opel Corsa,66.0,1398.0,21700.0,1.0,Semi-automatic,5.2,12400
8866,Opel Corsa,51.0,1229.0,21500.0,3.0,Manual,5.4,7950
8867,Opel Corsa,51.0,1229.0,36115.0,3.0,Manual,5.4,7950
8868,Opel Corsa,70.0,1248.0,91000.0,3.0,Manual,3.8,7950
8869,Opel Corsa,66.0,1398.0,24000.0,1.0,Semi-automatic,4.8,11000
8870,Opel Corsa,70.0,1248.0,91000.0,3.0,Manual,3.8,7950
8871,Opel Corsa,70.0,1248.0,92000.0,3.0,Manual,3.4,7950
8872,Opel Corsa,66.0,1398.0,26820.0,2.0,Semi-automatic,4.7,10990
8873,Opel Corsa,66.0,1398.0,90700.0,3.0,Semi-automatic,4.7,7500
8874,Opel Corsa,70.0,1248.0,91000.0,3.0,Manual,3.8,7950
8875,Opel Corsa,51.0,1398.0,117736.0,3.0,Manual,3.8,7950
8876,Opel Corsa,51.0,1398.0,117736.0,3.0,Manual,3.8,7950
8877,Opel Corsa,51.0,1229.0,82000.0,2.0,Manual,5.6,7950
8878,Opel Corsa,51.0,1398.0,117736.0,3.0,Manual,3.8,7950
8879,Opel Corsa,66.0,1398.0,51862.0,2.0,Manual,5.6,7950
8880,Opel Corsa,51.0,1398.0,103854.0,3.0,Manual,3.8,7950
8881,Opel Corsa,51.0,1398.0,117736.0,3.0,Manual,3.8,7950
8882,Opel Corsa,51.0,1398.0,103854.0,3.0,Manual,3.8,7950
8883,Opel Corsa,51.0,1398.0,103854.0,3.0,Manual,3.8,7950
8884,Opel Corsa,51.0,1398.0,103854.0,3.0,Manual,3.8,7950
8885,Opel Corsa,52.0,1229.0,39962.0,2.0,Manual,5.3,7879
8886,Opel Corsa,70.0,1248.0,92000.0,3.0,Manual,3.8,7950
8887,Opel Corsa,70.0,1248.0,92000.0,3.0,Manual,3.8,7950
8888,Opel Corsa,70.0,1248.0,92000.0,3.0,Manual,3.8,7950
8889,Opel Corsa,52.0,1229.0,59613.0,2.0,Manual,5.3,7879
8890,Opel Corsa,51.0,1229.0,15000.0,3.0,Manual,5.4,7850
8891,Opel Corsa,51.0,1229.0,38800.0,3.0,Manual,5.6,7850
8892,Opel Corsa,55.0,1398.0,115249.0,3.0,Manual,3.8,7850
8893,Opel Corsa,51.0,1229.0,35100.0,3.0,Manual,5.4,7850
8894,Opel Corsa,55.0,1398.0,115249.0,3.0,Manual,3.8,7850
8895,Opel Corsa,55.0,1398.0,115249.0,3.0,Manual,3.8,7850
8896,Opel Corsa,55.0,1398.0,115249.0,3.0,Manual,3.8,7850
8897,Opel Corsa,51.0,1229.0,28895.0,3.0,Manual,5.4,7821
8898,Opel Corsa,55.0,1398.0,115249.0,3.0,Manual,3.8,7850
8899,Opel Corsa,51.0,1229.0,82000.0,3.0,Manual,5.3,7800
8900,Opel Corsa,51.0,1229.0,33633.0,3.0,Manual,5.4,7900
8901,Opel Corsa,51.0,1229.0,33633.0,3.0,Manual,5.4,7900
8902,Opel Corsa,66.0,1400.0,35410.0,2.0,Manual,5.2,7900
8903,Opel Corsa,51.0,1229.0,50000.0,2.0,Manual,5.3,7900
8904,Opel Corsa,66.0,1400.0,37634.0,2.0,Manual,5.2,7900
8905,Opel Corsa,51.0,1229.0,30000.0,2.0,Manual,5.3,7900
8906,Opel Corsa,51.0,1229.0,64249.0,3.0,Manual,5.4,7900
8907,Opel Corsa,51.0,1229.0,15887.0,3.0,Manual,5.35,7900
8908,Opel Corsa,51.0,1229.0,45200.0,2.0,Manual,5.3,7900
8909,Opel Corsa,66.0,1398.0,85899.0,3.0,Manual,5.2,7900
8910,Opel Corsa,51.0,1229.0,84097.0,3.0,Manual,5.3,7900
8911,Opel Corsa,51.0,1229.0,95000.0,3.0,Manual,5.3,7900
8912,Opel Corsa,51.0,1229.0,13160.0,3.0,Manual,5.6,7900
8913,Opel Corsa,55.0,1248.0,45000.0,3.0,Manual,3.8,7900
8914,Opel Corsa,85.0,998.0,59144.0,3.0,Manual,4.9,7800
8915,Opel Corsa,66.0,1398.0,55400.0,3.0,Manual,5.2,7800
8916,Opel Corsa,66.0,1398.0,29863.0,2.0,Manual,5.1,7949
8917,Opel Corsa,51.0,1398.0,54999.0,2.0,Manual,5.4,7800
8918,Opel Corsa,66.0,1398.0,30563.0,2.0,Manual,5.1,7949
8919,Opel Corsa,66.0,1398.0,50845.0,3.0,Manual,5.1,7800
8920,Opel Corsa,66.0,1398.0,32301.0,2.0,Manual,5.1,7949
8921,Opel Corsa,51.0,1229.0,70000.0,3.0,Manual,5.4,7900
8922,Opel Corsa,66.0,1398.0,46345.0,2.0,Manual,5.2,7949
8923,Opel Corsa,66.0,1398.0,25902.0,3.0,Manual,5.2,7900
8924,Opel Corsa,51.0,1229.0,51921.0,2.0,Manual,5.35,7900
8925,Opel Corsa,51.0,1229.0,16000.0,3.0,Manual,5.4,7900
8926,Opel Corsa,51.0,1229.0,49000.0,2.0,Manual,5.0,7900
8927,Opel Corsa,51.0,1229.0,90000.0,3.0,Manual,5.4,7900
8928,Opel Corsa,51.0,1229.0,49000.0,2.0,Manual,5.0,7900
8929,Opel Corsa,70.0,1248.0,98438.0,3.0,Manual,3.3,7900
8930,Opel Corsa,70.0,1248.0,107000.0,3.0,Manual,3.8,7900
8931,Opel Corsa,55.0,1248.0,85835.0,3.0,Manual,3.8,7900
8932,Opel Corsa,51.0,1229.0,35800.0,3.0,Manual,5.4,7900
8933,Opel Corsa,66.0,1398.0,55700.0,3.0,Manual,5.2,7800
8934,Opel Corsa,66.0,1398.0,82000.0,3.0,Manual,5.0,7900
8935,Opel Corsa,66.0,1398.0,82000.0,3.0,Manual,5.0,7900
8936,Opel Corsa,51.0,1229.0,22800.0,3.0,Manual,5.6,7899
8937,Opel Corsa,51.0,1229.0,8900.0,3.0,Manual,5.4,7898
8938,Opel Corsa,55.0,1398.0,25329.0,3.0,Manual,5.2,7899
8939,Opel Corsa,55.0,1248.0,69209.0,3.0,Manual,3.8,7899
8940,Opel Corsa,70.0,1248.0,53000.0,3.0,Manual,3.4,7900
8941,Opel Corsa,51.0,1229.0,41000.0,3.0,Manual,5.6,7896
8942,Opel Corsa,51.0,1229.0,43142.0,3.0,Manual,5.6,7890
8943,Opel Corsa,51.0,1229.0,39165.0,3.0,Manual,5.6,7890
8944,Opel Corsa,51.0,1229.0,39910.0,3.0,Manual,5.6,7890
8945,Opel Corsa,51.0,1229.0,17700.0,3.0,Manual,5.4,7890
8946,Opel Corsa,51.0,1229.0,17700.0,3.0,Manual,5.4,7890
8947,Opel Corsa,51.0,1229.0,26500.0,3.0,Manual,5.6,7890
8948,Opel Corsa,51.0,1229.0,21750.0,3.0,Manual,5.6,7890
8949,Opel Corsa,51.0,1229.0,59150.0,3.0,Manual,5.4,7885
8950,Opel Corsa,51.0,1229.0,24226.0,3.0,Manual,5.4,7880
8951,Opel Corsa,52.0,1229.0,45065.0,2.0,Manual,5.3,7880
8952,Opel Corsa,51.0,1398.0,43900.0,3.0,Manual,5.6,7880
8953,Opel Corsa,51.0,1229.0,47697.0,3.0,Manual,5.4,7880
8954,Opel Corsa,66.0,1398.0,57200.0,3.0,Manual,5.2,7800
8955,Opel Corsa,52.0,1229.0,45065.0,2.0,Manual,5.3,7880
8956,Opel Corsa,51.0,1229.0,1800.0,3.0,Manual,5.6,7800
8957,Opel Corsa,66.0,1398.0,51800.0,3.0,Manual,5.2,7800
8958,Opel Corsa,66.0,1398.0,55000.0,3.0,Manual,5.2,7800
8959,Opel Corsa,66.0,1398.0,52500.0,3.0,Manual,5.2,7800
8960,Opel Corsa,51.0,1229.0,25000.0,3.0,Manual,5.4,7800
8961,Opel Corsa,51.0,1229.0,25000.0,3.0,Manual,5.4,7800
8962,Opel Corsa,51.0,1229.0,36000.0,3.0,Manual,5.6,7800
8963,Opel Corsa,66.0,1398.0,57500.0,3.0,Manual,5.2,7800
8964,Opel Corsa,66.0,1398.0,53400.0,3.0,Manual,5.2,7800
8965,Opel Corsa,66.0,1398.0,53500.0,3.0,Manual,5.2,7800
8966,Opel Corsa,66.0,1398.0,55300.0,3.0,Manual,5.2,7800
8967,Opel Corsa,51.0,1398.0,133081.0,3.0,Manual,3.8,7800
8968,Opel Corsa,51.0,1398.0,133081.0,3.0,Manual,3.8,7800
8969,Opel Corsa,51.0,1398.0,133081.0,3.0,Manual,3.8,7800
8970,Opel Corsa,51.0,1398.0,133081.0,3.0,Manual,3.8,7800
8971,Opel Corsa,51.0,1229.0,29300.0,3.0,Manual,5.6,7800
8972,Opel Corsa,66.0,1398.0,55000.0,3.0,Manual,5.2,7800
8973,Opel Corsa,51.0,1398.0,137058.0,3.0,Manual,3.8,7650
8974,Opel Corsa,51.0,1398.0,137058.0,3.0,Manual,3.8,7650
8975,Opel Corsa,51.0,1398.0,137058.0,3.0,Manual,3.8,7650
8976,Opel Corsa,70.0,1398.0,144260.0,3.0,Manual,3.8,7650
8977,Opel Corsa,70.0,1398.0,144260.0,3.0,Manual,3.8,7650
8978,Opel Corsa,66.0,1398.0,45000.0,3.0,Manual,5.1,7800
8979,Opel Corsa,70.0,1398.0,144260.0,3.0,Manual,3.8,7650
8980,Opel Corsa,70.0,1398.0,144260.0,3.0,Manual,3.8,7650
8981,Opel Corsa,70.0,1248.0,113324.0,3.0,Manual,3.3,7800
8982,Opel Corsa,55.0,1248.0,75000.0,3.0,Manual,5.0,7800
8983,Opel Corsa,51.0,1229.0,83300.0,3.0,Manual,5.3,7600
8984,Opel Corsa,51.0,1229.0,47000.0,2.0,Manual,5.3,7799
8985,Opel Corsa,51.0,1229.0,42000.0,3.0,Manual,5.3,7799
8986,Opel Corsa,51.0,1229.0,13000.0,3.0,Manual,5.4,7799
8987,Opel Corsa,55.0,1248.0,73322.0,2.0,Manual,3.8,7799
8988,Opel Corsa,51.0,1229.0,30200.0,3.0,Manual,5.6,7790
8989,Opel Corsa,55.0,1398.0,117018.0,3.0,Manual,3.8,7650
8990,Opel Corsa,55.0,1398.0,117018.0,3.0,Manual,3.8,7650
8991,Opel Corsa,55.0,1398.0,129617.0,3.0,Manual,3.8,7750
8992,Opel Corsa,55.0,1398.0,129617.0,3.0,Manual,3.8,7750
8993,Opel Corsa,51.0,1229.0,37100.0,3.0,Manual,5.4,7750
8994,Opel Corsa,51.0,1229.0,37100.0,3.0,Manual,5.4,7750
8995,Opel Corsa,51.0,1398.0,55700.0,2.0,Manual,5.35,7700
8996,Opel Corsa,51.0,1229.0,35700.0,3.0,Manual,5.4,7700
8997,Opel Corsa,88.0,1364.0,76787.0,2.0,Manual,5.0,7700
8998,Opel Corsa,55.0,1398.0,129617.0,3.0,Manual,3.8,7750
8999,Opel Corsa,66.0,1398.0,62296.0,2.0,Manual,5.6,7700
9000,Opel Corsa,51.0,1229.0,44070.0,3.0,Manual,5.4,7689
9001,Opel Corsa,51.0,1229.0,63000.0,2.0,Manual,5.3,7700
9002,Opel Corsa,51.0,1229.0,78400.0,3.0,Manual,5.8,7690
9003,Opel Corsa,51.0,1229.0,63650.0,3.0,Manual,5.4,7690
9004,Opel Corsa,51.0,1229.0,35092.0,3.0,Manual,5.4,7690
9005,Opel Corsa,51.0,1229.0,89000.0,3.0,Manual,5.3,7690
9006,Opel Corsa,51.0,1229.0,11600.0,3.0,Manual,5.6,7690
9007,Opel Corsa,66.0,1398.0,83420.0,3.0,Manual,5.2,7680
9008,Opel Corsa,51.0,1229.0,32500.0,3.0,Manual,5.6,7790
9009,Opel Corsa,51.0,1229.0,42410.0,3.0,Manual,5.4,7680
9010,Opel Corsa,51.0,1229.0,55010.0,3.0,Manual,5.4,7790
9011,Opel Corsa,55.0,1248.0,99757.0,3.0,Manual,3.9,7780
9012,Opel Corsa,51.0,1229.0,32700.0,3.0,Manual,5.6,7790
9013,Opel Corsa,55.0,1248.0,99757.0,3.0,Manual,3.9,7780
9014,Opel Corsa,55.0,1248.0,86800.0,3.0,Manual,3.9,7780
9015,Opel Corsa,51.0,1229.0,29400.0,3.0,Manual,5.4,7770
9016,Opel Corsa,51.0,1229.0,24484.0,3.0,Manual,5.5,7777
9017,Opel Corsa,55.0,1248.0,93000.0,3.0,Manual,3.7,7750
9018,Opel Corsa,55.0,1248.0,31398.0,2.0,Manual,3.8,7750
9019,Opel Corsa,51.0,1239.0,49000.0,3.0,Manual,5.7,7750
9020,Opel Corsa,51.0,1229.0,28000.0,3.0,Manual,5.4,7750
9021,Opel Corsa,51.0,1229.0,59700.0,3.0,Manual,5.6,7680
9022,Opel Corsa,66.0,1398.0,18000.0,3.0,Automatic,6.0,13200
9023,Opel Corsa,66.0,1398.0,10.0,1.0,Automatic,6.6,13890
9024,Opel Corsa,66.0,1398.0,39640.0,2.0,Automatic,4.7,13945
9025,Opel Corsa,66.0,1398.0,25249.0,1.0,Automatic,4.7,13980
9026,Opel Corsa,66.0,1398.0,4000.0,1.0,Automatic,6.3,13990
9027,Opel Corsa,51.0,1229.0,52335.0,2.0,Manual,5.4,7980
9028,Opel Corsa,66.0,1398.0,5434.0,1.0,Automatic,5.35,13990
9029,Opel Corsa,66.0,1398.0,8000.0,1.0,Automatic,6.6,13990
9030,Opel Corsa,66.0,1398.0,1597.0,1.0,Automatic,5.6,13990
9031,Opel Corsa,51.0,1229.0,41896.0,2.0,Manual,5.3,8100
9032,Opel Corsa,66.0,1398.0,13044.0,1.0,Manual,5.2,8490
9033,Opel Corsa,51.0,1229.0,45400.0,2.0,Manual,5.3,8500
9034,Opel Corsa,66.0,1398.0,11245.0,1.0,Manual,5.2,8490
9035,Opel Corsa,51.0,1229.0,47219.0,2.0,Manual,5.3,8100
9036,Opel Corsa,66.0,1398.0,63992.0,2.0,Manual,5.2,8455
9037,Opel Corsa,51.0,1229.0,16800.0,2.0,Manual,5.4,8390
9038,Opel Corsa,51.0,1229.0,8050.0,2.0,Manual,5.4,8489
9039,Opel Corsa,51.0,1229.0,34000.0,2.0,Manual,5.4,8500
9040,Opel Corsa,51.0,1229.0,57900.0,2.0,Manual,5.3,8550
9041,Opel Corsa,51.0,1229.0,30000.0,2.0,Manual,5.3,8800
9042,Opel Corsa,66.0,1398.0,64368.0,2.0,Manual,5.7,8690
9043,Opel Corsa,55.0,1248.0,66000.0,2.0,Manual,3.8,8800
9044,Opel Corsa,55.0,1398.0,23811.0,1.0,Manual,5.8,8800
9045,Opel Corsa,66.0,1398.0,69650.0,2.0,Manual,5.7,8690
9046,Opel Corsa,51.0,1229.0,45000.0,2.0,Manual,5.3,8800
9047,Opel Corsa,51.0,1229.0,12612.0,2.0,Manual,5.6,8780
9048,Opel Corsa,66.0,1398.0,51000.0,2.0,Manual,5.2,8895
9049,Opel Corsa,66.0,1398.0,27338.0,1.0,Manual,5.2,8900
9050,Opel Corsa,66.0,1398.0,71223.0,2.0,Manual,5.2,8890
9051,Opel Corsa,51.0,1229.0,13620.0,2.0,Manual,5.6,8840
9052,Opel Corsa,66.0,1398.0,21512.0,1.0,Manual,5.1,8899
9053,Opel Corsa,51.0,1229.0,49000.0,1.0,Manual,5.3,8900
9054,Opel Corsa,66.0,1364.0,16638.0,1.0,Manual,5.7,8900
9055,Opel Corsa,51.0,1229.0,22371.0,2.0,Manual,5.4,8890
9056,Opel Corsa,66.0,1398.0,70000.0,1.0,Manual,5.2,8880
9057,Opel Corsa,52.0,1229.0,31104.0,1.0,Manual,5.3,8880
9058,Opel Corsa,52.0,1229.0,31104.0,1.0,Manual,5.3,8880
9059,Opel Corsa,52.0,1229.0,31104.0,1.0,Manual,5.3,8880
9060,Opel Corsa,74.0,1398.0,16110.0,2.0,Manual,5.5,8880
9061,Opel Corsa,52.0,1229.0,29334.0,1.0,Manual,5.3,8879
9062,Opel Corsa,70.0,1248.0,89000.0,2.0,Manual,3.8,8850
9063,Opel Corsa,52.0,1229.0,29679.0,1.0,Manual,5.3,8879
9064,Opel Corsa,70.0,1248.0,89000.0,2.0,Manual,3.8,8850
9065,Opel Corsa,51.0,1229.0,31010.0,2.0,Manual,5.4,8690
9066,Opel Corsa,70.0,1248.0,89000.0,2.0,Manual,3.8,8850
9067,Opel Corsa,51.0,1229.0,18708.0,1.0,Manual,5.4,8850
9068,Opel Corsa,51.0,1229.0,18708.0,1.0,Manual,5.4,8850
9069,Opel Corsa,51.0,1229.0,22333.0,2.0,Manual,5.4,8770
9070,Opel Corsa,51.0,1229.0,39600.0,2.0,Manual,5.4,8750
9071,Opel Corsa,51.0,1229.0,25700.0,2.0,Manual,5.4,8750
9072,Opel Corsa,51.0,1229.0,51400.0,2.0,Manual,5.3,8600
9073,Opel Corsa,66.0,1398.0,62115.0,2.0,Manual,5.7,8650
9074,Opel Corsa,55.0,1398.0,26626.0,1.0,Manual,5.8,8600
9075,Opel Corsa,55.0,1398.0,28906.0,1.0,Manual,5.8,8600
9076,Opel Corsa,55.0,1398.0,25858.0,1.0,Manual,5.8,8600
9077,Opel Corsa,55.0,1398.0,19565.0,2.0,Manual,5.1,8600
9078,Opel Corsa,66.0,1398.0,69859.0,2.0,Manual,5.7,8650
9079,Opel Corsa,51.0,1229.0,60400.0,2.0,Manual,5.3,8600
9080,Opel Corsa,51.0,1229.0,38000.0,1.0,Manual,5.3,8600
9081,Opel Corsa,66.0,1398.0,38000.0,1.0,Manual,5.1,8600
9082,Opel Corsa,51.0,1229.0,39230.0,2.0,Manual,5.3,8600
9083,Opel Corsa,66.0,1398.0,36444.0,1.0,Manual,5.2,8599
9084,Opel Corsa,66.0,1398.0,33826.0,1.0,Manual,5.2,8599
9085,Opel Corsa,55.0,1248.0,59000.0,1.0,Manual,4.0,8600
9086,Opel Corsa,66.0,1398.0,29000.0,2.0,Manual,5.1,8600
9087,Opel Corsa,67.0,1398.0,54950.0,2.0,Manual,5.35,8589
9088,Opel Corsa,51.0,1229.0,62000.0,2.0,Manual,5.3,8700
9089,Opel Corsa,66.0,1364.0,21695.0,1.0,Manual,5.7,8750
9090,Opel Corsa,66.0,1398.0,42492.0,2.0,Manual,5.1,8750
9091,Opel Corsa,66.0,1364.0,22266.0,1.0,Manual,5.7,8750
9092,Opel Corsa,51.0,1229.0,25700.0,2.0,Manual,5.4,8750
9093,Opel Corsa,51.0,1229.0,15187.0,2.0,Manual,5.4,8750
9094,Opel Corsa,51.0,1229.0,55000.0,2.0,Manual,5.3,8700
9095,Opel Corsa,66.0,1398.0,14000.0,2.0,Manual,5.3,8700
9096,Opel Corsa,74.0,1400.0,79143.0,2.0,Manual,5.1,8700
9097,Opel Corsa,55.0,1398.0,68000.0,2.0,Manual,3.8,8700
9098,Opel Corsa,51.0,1229.0,48280.0,2.0,Manual,5.3,8700
9099,Opel Corsa,51.0,1229.0,44000.0,2.0,Manual,5.3,8700
9100,Opel Corsa,51.0,1229.0,57403.0,2.0,Manual,5.3,8700
9101,Opel Corsa,66.0,1364.0,24815.0,1.0,Manual,5.7,8700
9102,Opel Corsa,52.0,1229.0,34980.0,2.0,Manual,5.3,8699
9103,Opel Corsa,55.0,1398.0,22675.0,1.0,Manual,5.8,8800
9104,Opel Corsa,66.0,1397.0,26132.0,1.0,Manual,5.2,8800
9105,Opel Corsa,55.0,1398.0,24465.0,1.0,Manual,5.8,8800
9106,Opel Corsa,51.0,1229.0,25367.0,2.0,Manual,5.4,8800
9107,Opel Corsa,51.0,1229.0,35000.0,2.0,Manual,5.3,8800
9108,Opel Corsa,51.0,1229.0,49000.0,2.0,Manual,5.3,8800
9109,Opel Corsa,51.0,1229.0,9100.0,2.0,Manual,5.6,8800
9110,Opel Corsa,55.0,1248.0,1647.3626086956522,0.0,Manual,3.8,8800
9111,Opel Corsa,66.0,1398.0,10000.0,1.0,Manual,5.1,8800
9112,Opel Corsa,51.0,1229.0,26927.0,1.0,Manual,5.3,8799
9113,Opel Corsa,51.0,1229.0,27336.0,2.0,Manual,5.3,8790
9114,Opel Corsa,51.0,1229.0,36889.0,2.0,Manual,5.3,8790
9115,Opel Corsa,55.0,1398.0,25746.0,1.0,Manual,5.8,8790
9116,Opel Corsa,66.0,1398.0,82300.0,2.0,Manual,5.2,8790
9117,Opel Corsa,66.0,1398.0,19000.0,1.0,Manual,5.2,8790
9118,Opel Corsa,51.0,1229.0,17900.0,2.0,Manual,5.3,8580
9119,Opel Corsa,66.0,1398.0,58521.0,2.0,Manual,5.2,8299
9120,Opel Corsa,66.0,1398.0,34465.0,2.0,Manual,5.2,8690
9121,Opel Corsa,66.0,1398.0,49320.0,2.0,Manual,5.2,8299
9122,Opel Corsa,66.0,1398.0,58521.0,2.0,Manual,5.2,8299
9123,Opel Corsa,66.0,1398.0,19000.0,1.0,Manual,5.2,8790
9124,Opel Corsa,66.0,1398.0,25000.0,2.0,Manual,5.2,8500
9125,Opel Corsa,66.0,1398.0,25000.0,2.0,Manual,5.2,8500
